gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod
Female,2.4300171e-36,14.2262335,34.925713,644.0246,One year,Bank transfer (automatic)
Female,0.0,20.90728,67.437775,1392.5509,One year,Bank transfer (automatic)
Male,0.0,1.6680335,65.759544,37.42368,Month-to-month,Credit card (automatic)
Female,0.028422803,32.706543,97.87487,2886.7356,One year,Credit card (automatic)
Male,0.0,13.890217,23.881363,280.76242,One year,Credit card (automatic)
Male,0.0,29.116514,90.4887,2338.4636,One year,Credit card (automatic)
Male,0.0,4.1395946,79.81493,179.03423,Month-to-month,Credit card (automatic)
Female,4.77809e-23,4.9884715,86.711716,170.95152,Month-to-month,Credit card (automatic)
Female,0.0,14.170408,47.16063,789.8625,One year,Bank transfer (automatic)
Female,0.0,1.248744,65.99469,22.230667,Month-to-month,Credit card (automatic)
Male,1.6026036e-31,37.8113,103.6144,3742.64,One year,Credit card (automatic)
Male,0.0,3.6044,74.14408,147.27596,Month-to-month,Credit card (automatic)
Male,0.0,3.0038707,68.661575,104.90087,Month-to-month,Credit card (automatic)
Female,2.3335773e-19,26.101034,70.14045,2124.6895,One year,Bank transfer (automatic)
Female,0.0,2.9696226,18.458473,34.572895,One year,Bank transfer (automatic)
Male,2.7077216e-18,22.863209,89.0985,1906.0278,Month-to-month,Credit card (automatic)
Male,0.0,1.4505647,67.91059,46.392723,Month-to-month,Credit card (automatic)
Female,1.0,60.26928,112.12032,6062.361,One year,Credit card (automatic)
Male,0.0,51.342323,114.99986,6045.533,One year,Bank transfer (automatic)
Male,0.0,1.2631676,60.347935,26.768526,Month-to-month,Credit card (automatic)
Female,4.533585e-22,46.45248,113.319244,5756.0767,One year,Bank transfer (automatic)
Female,1.0152993e-28,25.366428,72.22026,1929.8395,One year,Bank transfer (automatic)
Female,2.1379143e-22,35.95237,103.117516,3731.739,One year,Bank transfer (automatic)
Male,0.0,28.142883,68.75753,2053.29,One year,Bank transfer (automatic)
Female,3.113492e-17,31.899475,85.95762,2762.6921,One year,Bank transfer (automatic)
Male,0.0,1.3440557,52.832092,23.073166,Month-to-month,Credit card (automatic)
Female,2.7490885e-21,27.837124,53.49346,1630.4606,One year,Bank transfer (automatic)
Male,0.0,2.5554812,69.02296,143.25322,Month-to-month,Credit card (automatic)
Male,0.0,1.4574285,62.03202,26.538225,Month-to-month,Credit card (automatic)
Male,0.0,28.423807,104.66318,2993.8135,One year,Bank transfer (automatic)
Male,0.0,4.6450405,81.14081,363.90085,Month-to-month,Credit card (automatic)
Female,0.2342404,31.71928,99.954094,2935.2107,Month-to-month,Credit card (automatic)
Male,2.010087e-36,9.250644,86.01288,560.0984,Month-to-month,Credit card (automatic)
Male,0.0,33.500195,95.910706,3171.5522,One year,Bank transfer (automatic)
Female,2.3521025e-09,45.971806,107.8671,4839.4224,One year,Credit card (automatic)
Male,0.0,45.473232,112.72193,5372.973,One year,Bank transfer (automatic)
Male,0.0,2.4825714,85.93185,79.75522,Month-to-month,Credit card (automatic)
Male,9.925783e-37,33.73874,99.610855,3519.0745,One year,Bank transfer (automatic)
Female,0.0,24.538338,92.59786,2000.1477,One year,Credit card (automatic)
Female,0.0,3.9844072,82.15857,154.30621,Month-to-month,Credit card (automatic)
Male,0.0,48.988968,115.79199,6241.6714,One year,Bank transfer (automatic)
Female,3.2265818e-06,28.18341,92.84272,2456.7034,Month-to-month,Credit card (automatic)
Female,0.0,11.723571,38.518005,396.0312,One year,Credit card (automatic)
Male,0.0,38.962704,105.33817,3893.6702,One year,Bank transfer (automatic)
Female,0.9674346,47.21744,105.57079,4861.792,One year,Bank transfer (automatic)
Female,0.0024513076,12.60193,83.66651,623.33374,Month-to-month,Credit card (automatic)
Male,0.0,1.2293783,52.013233,23.505445,Month-to-month,Credit card (automatic)
Female,0.44315168,50.47501,103.10589,4776.8804,One year,Credit card (automatic)
Female,7.609159e-14,12.850144,91.10583,978.2318,Month-to-month,Credit card (automatic)
Female,0.0,19.213472,37.78642,766.23566,One year,Bank transfer (automatic)
Female,0.9999995,47.00391,106.999725,4602.284,One year,Credit card (automatic)
Male,0.0,1.8439689,65.76006,50.05639,Month-to-month,Credit card (automatic)
Female,2.840001e-22,38.621304,104.81964,3875.4814,One year,Credit card (automatic)
Female,2.886433e-13,4.5690145,95.297424,168.43822,Month-to-month,Credit card (automatic)
Female,0.0,2.4270022,81.37233,51.96989,Month-to-month,Credit card (automatic)
Female,0.0,11.578669,60.789288,439.8433,One year,Credit card (automatic)
Female,0.0,11.9648,32.493748,435.79047,One year,Credit card (automatic)
Female,1.0,49.88429,105.05219,4807.286,One year,Credit card (automatic)
Female,5.1818855e-10,37.377644,108.024635,3555.8909,One year,Credit card (automatic)
Male,0.0,8.005784,86.26711,692.24286,Month-to-month,Credit card (automatic)
Male,4.147027e-34,35.870163,102.543915,3864.1143,One year,Bank transfer (automatic)
Female,7.1065015e-11,37.697376,92.26348,3347.909,One year,Credit card (automatic)
Male,0.0,6.7115808,52.1305,408.048,One year,Credit card (automatic)
Male,0.0,8.654446,87.4383,674.36273,Month-to-month,Credit card (automatic)
Male,6.8923497e-23,11.3290205,88.16117,686.24756,Month-to-month,Credit card (automatic)
Male,0.0,37.94836,105.232574,4099.8784,One year,Credit card (automatic)
Male,0.0,1.4937127,66.50001,34.9222,Month-to-month,Credit card (automatic)
Female,6.4114757e-15,6.160586,91.27617,341.2333,Month-to-month,Credit card (automatic)
Male,0.0,1.2754476,47.163593,25.224699,Month-to-month,Credit card (automatic)
Female,0.0,13.356653,34.253357,520.2942,One year,Bank transfer (automatic)
Male,0.0,24.432598,65.71988,1245.8575,One year,Credit card (automatic)
Male,0.0,47.285984,115.736786,5853.5825,One year,Bank transfer (automatic)
Male,0.0,33.202892,92.707146,3021.2603,One year,Credit card (automatic)
Male,7.92167e-39,28.520058,102.51583,2642.9016,One year,Credit card (automatic)
Female,7.492129e-06,24.628052,100.26766,2076.4263,One year,Credit card (automatic)
Male,0.0,20.999937,81.16744,1686.1329,One year,Credit card (automatic)
Female,4.5892525e-09,16.316633,92.90095,1240.5305,Month-to-month,Credit card (automatic)
Male,7.6194074e-34,6.9011407,89.034996,298.86346,Month-to-month,Credit card (automatic)
Female,2.4777053e-16,13.496541,90.66841,787.07935,Month-to-month,Credit card (automatic)
Male,0.0,1.0264223,32.58565,19.329435,Month-to-month,Credit card (automatic)
Female,0.0,12.081406,73.44526,652.8805,One year,Credit card (automatic)
Male,0.0,47.55987,113.858055,5141.8486,One year,Bank transfer (automatic)
Female,9.159474e-18,6.3798966,87.23669,245.66934,Month-to-month,Credit card (automatic)
Female,1.5651773e-07,15.346754,91.898705,1190.2888,Month-to-month,Credit card (automatic)
Female,1.0,53.83493,104.67528,5222.7783,One year,Credit card (automatic)
Male,0.0,3.173758,83.01904,106.03962,Month-to-month,Credit card (automatic)
Male,0.0,13.393789,36.644455,491.8824,One year,Credit card (automatic)
Male,0.0,2.1199725,62.80474,58.290215,Month-to-month,Credit card (automatic)
Female,6.272682e-16,7.8272834,88.85483,352.44495,Month-to-month,Credit card (automatic)
Male,0.0,36.007824,110.23942,4558.6016,One year,Bank transfer (automatic)
Female,0.9997129,54.241417,109.68906,5667.272,One year,Bank transfer (automatic)
Female,3.4947534e-11,2.4394805,78.989746,44.970886,Month-to-month,Credit card (automatic)
Male,0.0,15.45336,75.65236,1323.6342,One year,Credit card (automatic)
Male,0.0,51.977676,116.38025,6300.88,One year,Bank transfer (automatic)
Male,0.0,2.4131956,68.865036,61.929283,Month-to-month,Credit card (automatic)
Male,0.0,3.9934013,24.908808,179.34537,One year,Credit card (automatic)
Female,0.16217858,38.359474,99.52141,3704.056,One year,Credit card (automatic)
Female,6.629301e-36,22.523191,54.728767,877.7531,One year,Credit card (automatic)
Female,0.0,14.39712,95.45412,1097.1244,Month-to-month,Credit card (automatic)
Female,0.99986863,14.813477,84.13807,760.69946,Month-to-month,Credit card (automatic)
Male,0.0,12.505915,61.665016,623.93365,One year,Credit card (automatic)
Male,9.800397e-34,2.188905,59.590702,42.082077,Month-to-month,Credit card (automatic)
Male,0.0,26.966858,73.00332,2343.6091,One year,Bank transfer (automatic)
Male,0.0,5.190316,18.575968,48.359306,One year,Credit card (automatic)
Female,4.408915e-20,45.202705,113.68006,5646.7397,One year,Bank transfer (automatic)
Male,0.0,21.01133,64.08268,1447.0814,One year,Bank transfer (automatic)
Female,1.345288e-05,46.324303,108.84935,5355.125,One year,Bank transfer (automatic)
Female,2.4743726e-15,21.621529,92.08286,1965.7662,One year,Credit card (automatic)
Female,2.086529e-27,25.320883,64.71352,1392.705,One year,Credit card (automatic)
Female,0.0,4.987793,90.62595,201.35678,Month-to-month,Credit card (automatic)
Female,0.0,13.309962,27.258413,389.57596,One year,Bank transfer (automatic)
Female,0.99990857,49.207733,105.229965,4483.176,One year,Credit card (automatic)
Female,0.0,6.3576217,88.51618,349.64267,Month-to-month,Credit card (automatic)
Male,0.0,1.8014367,71.91741,36.13353,Month-to-month,Credit card (automatic)
Female,0.0,16.195885,47.071938,882.2002,One year,Bank transfer (automatic)
Female,0.0,11.981616,70.31249,482.83093,One year,Credit card (automatic)
Male,0.0,33.076202,92.59012,3156.488,One year,Bank transfer (automatic)
Female,4.8876284e-13,34.909855,94.47916,3392.503,One year,Bank transfer (automatic)
Female,0.0,2.7338338,30.18733,52.343708,One year,Credit card (automatic)
Male,0.0,30.530733,108.73489,3666.7136,One year,Bank transfer (automatic)
Male,0.0,16.473534,34.551678,657.9289,One year,Bank transfer (automatic)
Female,0.9997414,11.224501,83.18589,552.7044,Month-to-month,Credit card (automatic)
Male,0.0,7.7948065,42.600105,409.77676,One year,Credit card (automatic)
Female,0.015381778,48.11229,108.45347,5564.5527,One year,Bank transfer (automatic)
Male,0.0,11.319575,37.115055,513.4848,One year,Bank transfer (automatic)
Male,0.0,27.018147,66.506165,1652.3103,One year,Bank transfer (automatic)
Male,0.0,18.701567,56.6715,1089.5735,One year,Bank transfer (automatic)
Male,0.0,14.103409,49.948418,876.5758,One year,Credit card (automatic)
Male,0.0,25.798155,96.39548,2252.9937,One year,Bank transfer (automatic)
Male,0.0,43.277946,114.495514,5618.644,One year,Bank transfer (automatic)
Female,8.940515e-16,9.754944,98.84459,670.73395,Month-to-month,Credit card (automatic)
Female,7.503958e-11,46.746597,110.51385,4917.1597,One year,Credit card (automatic)
Female,1.9494154e-31,2.5683928,70.79346,50.31335,Month-to-month,Credit card (automatic)
Female,1.6973475e-25,18.71827,92.72493,1461.1005,Month-to-month,Credit card (automatic)
Male,2.3173412e-36,8.807107,84.75855,510.65503,Month-to-month,Credit card (automatic)
Male,0.0,4.0524173,75.4561,164.57483,Month-to-month,Credit card (automatic)
Male,9.31551e-32,15.148216,95.53145,1183.1748,Month-to-month,Credit card (automatic)
Male,0.0,20.11325,48.288963,1140.62,One year,Bank transfer (automatic)
Male,0.0,2.775211,18.4411,25.453178,One year,Credit card (automatic)
Female,0.0,18.724054,75.79998,1397.3394,One year,Bank transfer (automatic)
Male,0.0,21.788218,46.74207,1143.7328,One year,Bank transfer (automatic)
Female,6.1614246e-26,3.3038154,77.6731,73.205154,Month-to-month,Credit card (automatic)
Female,2.6817456e-14,3.8195026,69.21359,81.66297,Month-to-month,Credit card (automatic)
Female,1.1625758e-31,25.074085,64.081604,1786.6592,One year,Bank transfer (automatic)
Male,0.0,7.076733,26.640957,166.60648,One year,Credit card (automatic)
Female,7.2299326e-11,7.4463115,90.027176,316.7535,Month-to-month,Credit card (automatic)
Female,1.0,61.69224,113.79734,6523.071,One year,Bank transfer (automatic)
Male,0.0,3.709998,73.174164,144.23152,Month-to-month,Credit card (automatic)
Female,9.6907256e-27,30.417402,79.06822,1991.2146,One year,Credit card (automatic)
Male,0.0,13.368975,37.50635,493.48605,One year,Credit card (automatic)
Male,0.0,23.956333,66.98937,1429.5967,One year,Credit card (automatic)
Male,0.0,6.6018076,81.01713,367.16385,Month-to-month,Credit card (automatic)
Female,0.0,11.523147,33.493385,473.4983,One year,Bank transfer (automatic)
Female,5.3794104e-23,6.017311,88.46331,208.21909,Month-to-month,Credit card (automatic)
Female,0.0,7.5160213,54.444515,316.43298,One year,Credit card (automatic)
Male,0.0,21.90876,105.81142,3147.8682,One year,Credit card (automatic)
Male,0.0,39.200947,107.40856,4487.7876,One year,Bank transfer (automatic)
Female,0.0,4.078158,85.76585,132.08023,Month-to-month,Credit card (automatic)
Female,0.0,8.450606,91.65483,487.41235,Month-to-month,Credit card (automatic)
Male,0.0,9.251728,26.958456,340.89545,One year,Bank transfer (automatic)
Female,0.0,4.565703,20.513435,98.03129,One year,Bank transfer (automatic)
Female,3.733091e-25,41.855213,108.334946,3873.4749,One year,Credit card (automatic)
Female,1.0,21.267527,90.59609,1178.4749,Month-to-month,Credit card (automatic)
Female,6.0162682e-24,32.432037,96.524506,3228.2615,One year,Bank transfer (automatic)
Male,0.0,13.086597,85.5881,894.3794,One year,Credit card (automatic)
Female,7.7885814e-10,1.9901428,73.607704,33.43864,Month-to-month,Credit card (automatic)
Female,0.0,11.760138,81.18511,676.75287,One year,Credit card (automatic)
Male,0.0,31.817972,91.41699,2893.294,One year,Bank transfer (automatic)
Male,0.0,17.950716,47.635216,984.1435,One year,Bank transfer (automatic)
Female,1.6715676e-18,36.34316,107.42541,3783.9663,One year,Credit card (automatic)
Female,0.0,3.3279855,84.19039,101.707115,Month-to-month,Credit card (automatic)
Female,7.73051e-35,32.413883,88.36642,2742.9363,One year,Bank transfer (automatic)
Male,0.0,22.142132,84.919876,2201.6226,One year,Credit card (automatic)
Female,8.806298e-25,11.641946,92.29134,679.6248,Month-to-month,Credit card (automatic)
Male,0.0,1.331573,64.65068,45.522156,Month-to-month,Credit card (automatic)
Male,0.0,35.61467,99.41854,3615.6357,One year,Bank transfer (automatic)
Male,0.0,6.1426907,87.56384,347.44846,Month-to-month,Credit card (automatic)
Female,5.0295847e-11,38.31476,101.65469,3849.4404,One year,Credit card (automatic)
Male,0.0,6.678225,76.66712,351.5433,Month-to-month,Credit card (automatic)
Female,6.0205037e-09,5.780987,83.50429,173.60718,Month-to-month,Credit card (automatic)
Male,0.0,1.5714049,47.865875,49.63252,Month-to-month,Credit card (automatic)
Female,0.0012060773,12.429075,80.4838,573.19525,Month-to-month,Credit card (automatic)
Male,0.0,30.126093,103.54023,3468.8428,One year,Bank transfer (automatic)
Male,0.0,35.381184,104.10339,3771.4573,One year,Bank transfer (automatic)
Female,0.0,18.709045,98.33104,1400.4984,One year,Credit card (automatic)
Female,2.3245788e-14,35.97646,92.91307,3446.8657,One year,Bank transfer (automatic)
Male,3.2434548e-31,35.61589,107.76582,4360.3843,One year,Bank transfer (automatic)
Male,1.3859559e-36,41.199547,103.79683,4199.6016,One year,Bank transfer (automatic)
Female,3.259919e-10,2.5308855,70.257805,42.85378,Month-to-month,Credit card (automatic)
Female,7.685906e-27,33.093952,82.84775,2780.329,One year,Bank transfer (automatic)
Female,0.9982823,5.377561,71.73199,145.37129,Month-to-month,Credit card (automatic)
Female,0.0,5.7137017,19.83836,87.58021,One year,Bank transfer (automatic)
Female,0.99999845,46.52913,99.613434,4586.6274,One year,Credit card (automatic)
Male,0.0,25.974274,97.40178,2150.6501,One year,Credit card (automatic)
Male,0.0,16.91123,94.725655,1458.4802,Month-to-month,Credit card (automatic)
Female,6.569416e-12,50.381332,112.8639,5667.421,One year,Bank transfer (automatic)
Male,0.0,11.826822,27.285555,381.5142,One year,Bank transfer (automatic)
Male,0.0,17.350769,36.05928,670.2839,One year,Bank transfer (automatic)
Male,0.0,1.1354853,57.09744,20.909298,Month-to-month,Credit card (automatic)
Female,0.0,2.5463455,76.4422,88.02325,Month-to-month,Credit card (automatic)
Male,0.0,32.458344,98.538055,3309.6938,One year,Bank transfer (automatic)
Male,0.0,2.6730456,74.06938,186.40492,Month-to-month,Credit card (automatic)
Male,0.0,1.2032452,41.535633,49.967117,Month-to-month,Credit card (automatic)
Male,0.0,4.205251,76.17191,185.85222,Month-to-month,Credit card (automatic)
Male,1.8348764e-27,25.352346,99.26326,2244.1943,Month-to-month,Credit card (automatic)
Male,0.0,2.8560205,76.15756,178.8539,Month-to-month,Credit card (automatic)
Female,4.83426e-25,5.3538957,88.23747,202.38222,Month-to-month,Credit card (automatic)
Female,0.0,11.288232,40.071007,389.5309,One year,Credit card (automatic)
Female,4.1986564e-08,54.737904,112.20422,5671.565,One year,Bank transfer (automatic)
Male,0.0,8.739713,20.305502,185.66878,One year,Bank transfer (automatic)
Female,0.99993265,49.058178,104.38744,4841.54,One year,Credit card (automatic)
Female,0.9990458,19.033491,92.93404,1331.3438,Month-to-month,Credit card (automatic)
Female,0.0,16.62816,62.735268,1122.1003,One year,Bank transfer (automatic)
Male,0.0,6.7605357,19.825611,104.462456,One year,Credit card (automatic)
Female,0.7925048,51.51857,110.37199,5748.0,One year,Bank transfer (automatic)
Female,6.603296e-31,40.780712,107.87469,4199.3022,One year,Credit card (automatic)
Male,0.0,3.660937,77.43789,243.02563,Month-to-month,Credit card (automatic)
Female,0.0,5.0902925,31.36726,106.14481,One year,Credit card (automatic)
Male,0.0,43.050007,111.35071,5115.507,One year,Bank transfer (automatic)
Female,4.7992703e-27,28.90509,92.71153,2599.3376,One year,Credit card (automatic)
Male,5.5694314e-37,7.1483097,80.19037,386.00186,Month-to-month,Credit card (automatic)
Female,1.0,57.91992,107.854996,5635.003,One year,Credit card (automatic)
Female,5.75836e-29,34.879772,99.05195,3262.314,One year,Credit card (automatic)
Male,0.0,5.737215,81.95349,467.5269,Month-to-month,Credit card (automatic)
Male,0.0,15.799978,33.50866,519.60736,One year,Credit card (automatic)
Male,0.0,22.975054,78.730606,1847.3938,One year,Bank transfer (automatic)
Male,0.0,3.4409642,76.637924,206.19337,Month-to-month,Credit card (automatic)
Female,8.023358e-27,8.774037,90.37479,495.50385,Month-to-month,Credit card (automatic)
Female,1.7699798e-16,36.656532,105.64494,3192.9426,One year,Credit card (automatic)
Female,1.4164438e-07,7.242747,92.68785,351.29517,Month-to-month,Credit card (automatic)
Male,0.0,14.032949,77.68713,1262.5005,One year,Credit card (automatic)
Female,1.0,53.115303,108.64846,5033.307,One year,Credit card (automatic)
Female,9.786123e-06,13.063783,87.97053,691.75256,Month-to-month,Credit card (automatic)
Female,1.0,34.70882,103.294304,3028.2292,Month-to-month,Credit card (automatic)
Female,6.4266037e-24,3.788455,88.155785,126.53624,Month-to-month,Credit card (automatic)
Female,8.301756e-29,24.169748,63.097324,1702.7085,One year,Bank transfer (automatic)
Male,4.7040527e-10,52.130985,114.162445,6068.014,One year,Bank transfer (automatic)
Female,1.7726509e-10,51.662445,113.78018,5985.371,One year,Bank transfer (automatic)
Female,2.7262947e-18,38.89812,90.33167,3337.622,One year,Bank transfer (automatic)
Female,2.4617052e-26,7.9288173,92.595825,436.5512,Month-to-month,Credit card (automatic)
Male,0.0,14.413389,92.13156,1405.7815,Month-to-month,Credit card (automatic)
Female,1.5794092e-10,10.881673,97.18687,770.3716,Month-to-month,Credit card (automatic)
Male,0.0,6.882864,86.92299,413.8753,Month-to-month,Credit card (automatic)
Female,0.0,8.188606,89.62778,463.39258,Month-to-month,Credit card (automatic)
Female,2.280011e-23,40.47622,108.14188,4936.411,One year,Bank transfer (automatic)
Female,0.9999926,48.14251,104.57758,4789.743,One year,Credit card (automatic)
Male,0.0,4.755818,78.86806,237.61766,Month-to-month,Credit card (automatic)
Male,1.081963e-38,7.649749,83.56961,397.3002,Month-to-month,Credit card (automatic)
Female,2.2442178e-23,26.76477,94.53017,2504.1257,One year,Credit card (automatic)
Male,8.484902e-34,11.770968,88.06842,860.91455,Month-to-month,Credit card (automatic)
Female,1.0562138e-24,26.90666,81.34471,1901.0127,One year,Credit card (automatic)
Female,0.9992945,17.137197,95.76986,1297.3628,Month-to-month,Credit card (automatic)
Female,0.0,12.548695,39.031746,336.93744,One year,Credit card (automatic)
Female,1.0,50.039352,102.38231,4981.4463,One year,Bank transfer (automatic)
Male,0.0,6.387115,19.175756,85.11394,One year,Credit card (automatic)
Female,2.4485552e-19,3.7817862,74.7026,92.36925,Month-to-month,Credit card (automatic)
Female,3.00604e-12,6.4729877,97.68463,331.124,Month-to-month,Credit card (automatic)
Female,0.0005427051,14.953375,92.25111,1083.0026,Month-to-month,Credit card (automatic)
Male,5.899525e-30,45.294117,109.70319,4736.3877,One year,Credit card (automatic)
Female,0.99995756,8.855293,67.827126,277.6801,Month-to-month,Credit card (automatic)
Female,5.8460787e-09,30.443422,90.68803,2745.6765,One year,Credit card (automatic)
Female,1.0,21.620258,96.72287,1320.9923,Month-to-month,Credit card (automatic)
Male,0.0,15.586339,70.309105,1213.6378,One year,Bank transfer (automatic)
Female,0.0,8.770563,31.355722,348.55484,One year,Bank transfer (automatic)
Female,0.0,16.504847,53.941364,945.07635,One year,Bank transfer (automatic)
Female,5.4605495e-27,9.500823,87.55103,439.13803,Month-to-month,Credit card (automatic)
Female,0.0,5.986146,86.61998,337.5703,Month-to-month,Credit card (automatic)
Male,0.0,31.79398,101.82424,3679.9907,One year,Bank transfer (automatic)
Female,3.0196723e-30,8.628994,95.98811,438.97272,Month-to-month,Credit card (automatic)
Male,0.0,28.081326,90.46929,2789.3765,One year,Bank transfer (automatic)
Female,0.0,9.186481,26.996473,297.95398,One year,Bank transfer (automatic)
Male,8.562071e-31,41.601044,108.317535,4795.916,One year,Bank transfer (automatic)
Male,0.0,20.137184,55.332096,1085.689,One year,Credit card (automatic)
Female,2.1162818e-22,26.401764,77.62425,2198.7395,One year,Bank transfer (automatic)
Male,0.0,17.528784,46.490448,743.88934,One year,Credit card (automatic)
Male,6.305933e-39,48.647587,113.56217,5854.4243,One year,Bank transfer (automatic)
Female,0.0,1.0139967,55.57534,18.84451,Month-to-month,Credit card (automatic)
Male,2.5564703e-18,40.45479,104.49536,4348.638,One year,Credit card (automatic)
Female,0.40388036,40.376667,95.15541,3918.7517,One year,Credit card (automatic)
Male,0.0,11.545427,77.38627,1014.7672,One year,Credit card (automatic)
Male,0.0,18.141018,45.455196,935.66565,One year,Bank transfer (automatic)
Male,0.0,41.923134,108.51886,4580.618,One year,Bank transfer (automatic)
Male,0.0,2.8756185,78.530304,154.95387,Month-to-month,Credit card (automatic)
Female,0.337725,38.456028,101.000175,3617.3794,One year,Credit card (automatic)
Female,2.3189507e-36,1.6576145,68.825966,27.643402,Month-to-month,Credit card (automatic)
Male,0.0,2.975618,63.473755,85.301346,Month-to-month,Credit card (automatic)
Female,2.7765605e-16,13.463422,104.86494,1027.4395,Month-to-month,Credit card (automatic)
Male,9.2649155e-37,2.5478017,71.963524,62.88475,Month-to-month,Credit card (automatic)
Male,1.5137668e-36,20.611912,100.57569,1944.275,Month-to-month,Credit card (automatic)
Female,0.0,8.768748,27.008148,336.6097,One year,Bank transfer (automatic)
Male,0.0,6.683137,84.062836,368.5075,Month-to-month,Credit card (automatic)
Female,0.0,17.858358,67.00087,1012.3569,One year,Credit card (automatic)
Female,0.0,15.32875,48.40492,628.99036,One year,Credit card (automatic)
Female,0.0,1.5695347,76.39501,30.598505,Month-to-month,Credit card (automatic)
Male,0.0,26.795635,89.690186,2551.0447,One year,Credit card (automatic)
Female,2.5513196e-16,46.872707,106.897064,4822.9746,One year,Bank transfer (automatic)
Female,1.991243e-37,23.827698,88.4235,1797.1097,One year,Credit card (automatic)
Female,0.0,1.0169364,44.723785,18.846405,Month-to-month,Credit card (automatic)
